recordid				Tax_id				g_id				gname				name1				Nucleotide sequence				Protein sequence				Protein Structures				Temperature class				Growth Temperature				Optimal Growth Temperature
357				1084				1081				Rhodospirillum				Rhodospirillum photometricum				4				10				0				mesophilic								26¢XC
358				1085				1081				Rhodospirillum				Rhodospirillum rubrum				463				4385				18				mesophilic								30C~35¢XC
359				1092				1091				Chlorobium				Chlorobium limicola				51				80				0				mesophilic				25C~35¢XC				
360				1094				1091				Chlorobium				Chlorobium phaeovibrioides				13				10				0				mesophilic								20C~30¢XC
361				1096				1091				Chlorobium				Chlorobium phaeobacteroides				16				8				0				mesophilic								20C~30¢XC
362				1097				1091				Chlorobium				Chlorobium tepidum				33				411				3												
363				1098				1091				Chlorobium				Chlorobium vibrioforme				32				87				2				mesophilic				25C~35¢XC				
364				1102				1101				Prosthecochloris				Prosthecochloris aestuarii				11				15				1				mesophilic								15C~40¢XC
365				1108				1107				Chloroflexus				Chloroflexus aurantiacus				2330				4178				4				thermophilic				52C~60¢XC				40C~66¢XC
366				1126				1125				Microcystis				Microcystis aeruginosa				307				269				0												
367				1127				1125				Microcystis				Microcystis sp.				26				9				0												
368				1131				1129				Synechococcus				Synechococcus sp.				204				696				7												
369				1139				1129				Synechococcus				Synechococcus sp. PCC 6301				68				208				8												
370				1140				1129				Synechococcus				Synechococcus sp. PCC 7942				135				3332				12												
371				1143				1142				Synechocystis				Synechocystis sp.				60				3244				7												
372				1147				1142				Synechocystis				Synechocystis sp. PCC 6714				16				25				2												
373				1148				1142				Synechocystis				Synechocystis sp. PCC 6803				215				8241				23												
374				1151				44887				unclassified Oscillatoriales				oscillatoriacean cyanobacterium				3				0				0												
375				1153				1152				Pseudanabaena				Pseudanabaena sp.				8				39				0												
376				1156				1154				Spirulina				Spirulina platensis				31				133				4												
377				1159				1158				Oscillatoria				Oscillatoria sp.				15				0				0												
378				1160				1158				Oscillatoria				Oscillatoria agardhii				105				92				0				thermophilic								56C~60¢XC
379				1164				1163				Anabaena				Anabaena azollae				7				19				0												
380				1165				1163				Anabaena				Anabaena cylindrica				13				23				0												
381				1166				1163				Anabaena				Anabaena flos-aquae				23				34				0												
382				1167				1163				Anabaena				Anabaena sp.				111				332				18												
383				1168				1177				Nostoc				Nostoc sp. PCC 7119				4				29				15												
384				1172				1163				Anabaena				Anabaena variabilis				110				310				2												
385				1176				1175				Aphanizomenon				Aphanizomenon flos-aquae				36				27				0												
386				1178				1177				Nostoc				Nostoc commune				48				28				0												
387				1179				1177				Nostoc				Clostridium litorale				6				9				0				mesophilic								28¢XC
388				1180				1177				Nostoc				Nostoc sp.				34				6186				0												
389				1184				1183				Plectonema				Plectonema boryanum				28				112				0												
390				1187				1186				Calothrix				Calothrix sp.				68				55				0												
391				1188				111782				Tolypothrix				Tolypothrix sp. PCC 7601				11				26				2												
392				1191				1190				Fischerella				Fischerella sp.				3				21				0												
393				1197				1196				Fremyella				Fremyella diplosiphon				50				113				1												
394				1208				1205				Trichodesmium				Trichodesmium thiebautii				10				13				0												
395				1211				48504				environmental samples				uncultured cyanobacterium				978				113				0												
396				1216				1214				Prochloron				Prochloron didemni				8				14				0												
397				1219				1218				Prochlorococcus				Prochlorococcus marinus				49				262				0												
398				1220				1218				Prochlorococcus				Prochlorococcus sp.				130				184				0												
399				1223				1222				Prochlorothrix				Prochlorothrix hollandica				28				69				2												
400				1229				1227				Nitrosococcus				Nitrosococcus oceani				31				22				0				mesophilic				25C~30¢XC				
401				1231				35798				Nitrosospira				Nitrosospira multiformis				21				25				0				mesophilic								26¢XC
402				1238				1237				Piscirickettsia				Piscirickettsia salmonis				54				7				0												
403				1244				1243				Leuconostoc				Leuconostoc gelidum				5				11				3												
404				1245				1243				Leuconostoc				Leuconostoc mesenteroides				88				112				10				mesophilic				20C~25¢XC				
405				1246				1243				Leuconostoc				Leuconostoc lactis				17				25				0				mesophilic				20C~30¢XC				
406				1247				46254				Oenococcus				Oenococcus oeni				98				88				0				mesophilic								37¢XC
407				1249				46255				Weissella				Weissella paramesenteroides				20				22				0				mesophilic								30¢XC
408				1254				1253				Pediococcus				Pediococcus acidilactici				67				66				0				mesophilic				40¢XC				
409				1255				1253				Pediococcus				Pediococcus pentosaceus				34				153				0				mesophilic				28C~32¢XC				
410				1258				162289				Peptoniphilus				Peptoniphilus asaccharolyticus				10				16				1				mesophilic				37¢XC				
411				1260				150022				Finegoldia				Finegoldia magna				124				48				14				mesophilic								37¢XC
412				1264				1263				Ruminococcus				Ruminococcus albus				30				48				0				mesophilic				37C~42¢XC				
413				1265				1263				Ruminococcus				Ruminococcus flavefaciens				379				56				0				mesophilic								37¢XC
414				1270				1269				Micrococcus				Micrococcus luteus				118				126				5				mesophilic				25C~37¢XC				
415				1271				1269				Micrococcus				Micrococcus sp.				14				7				0												
416				1280				1279				Staphylococcus				Staphylococcus aureus				6113				6962				237				mesophilic				30C~37¢XC				10C~45¢XC
417				1281				1279				Staphylococcus				Staphylococcus carnosus				49				149				1				mesophilic				30C~40¢XC				
418				1282				1279				Staphylococcus				Staphylococcus epidermidis				1623				945				4				mesophilic				30C~37¢XC				
419				1283				1279				Staphylococcus				Staphylococcus haemolyticus				89				113				0				mesophilic				30C~40¢XC				
420				1284				1279				Staphylococcus				Staphylococcus hyicus				33				31				0				mesophilic				30C~35¢XC				
421				1285				1279				Staphylococcus				Staphylococcus intermedius				39				46				0				mesophilic				30C~40¢XC				15C~45¢XC
422				1286				1279				Staphylococcus				Staphylococcus simulans				52				39				0				mesophilic				25C~40¢XC				
423				1288				1279				Staphylococcus				Staphylococcus xylosus				161				217				1				mesophilic				25C~35¢XC				
424				1290				1279				Staphylococcus				Staphylococcus hominis				43				52				0				mesophilic				30C~40¢XC				
425				1292				1279				Staphylococcus				Staphylococcus warneri				54				122				0				mesophilic				30C~40¢XC				
426				1293				1279				Staphylococcus				Staphylococcus gallinarum				15				17				0				mesophilic				25C~42¢XC				37¢XC
427				1295				1279				Staphylococcus				Staphylococcus schleiferi				18				7				0				mesophilic								35C~37¢XC
428				1296				1279				Staphylococcus				Staphylococcus sciuri				33				70				0				mesophilic				25C~35¢XC				
429				1299				1298				Deinococcus				Deinococcus radiodurans				55				3672				22				mesophilic				25C~35¢XC				
430				1302				1301				Streptococcus				Streptococcus gordonii				123				240				1												
431				1303				1301				Streptococcus				Streptococcus oralis				233				259				0												
432				1304				1301				Streptococcus				Streptococcus salivarius				154				164				0				thermophilic				45¢XC				
433				1305				1301				Streptococcus				Streptococcus sanguinis				90				88				0				mesophilic								37¢XC
434				1306				1301				Streptococcus				Streptococcus sp.				87				112				6												
435				1307				1301				Streptococcus				Streptococcus suis				566				652				8												
436				1308				1301				Streptococcus				Streptococcus thermophilus				275				956				0				mesophilic				37¢XC				19C~52¢XC
437				1309				1301				Streptococcus				Streptococcus mutans				306				864				6				mesophilic				37¢XC				37¢XC
438				1310				1301				Streptococcus				Streptococcus sobrinus				45				46				0				mesophilic								37¢XC
439				1311				1301				Streptococcus				Streptococcus agalactiae				6628				806				5				mesophilic				37¢XC				
440				1313				1301				Streptococcus				Streptococcus pneumoniae				6042				8034				46				mesophilic				37¢XC				25C~42¢XC
441				1314				1301				Streptococcus				Streptococcus pyogenes				4552				2597				21				mesophilic				27¢XC				
442				1315				1301				Streptococcus				Streptococcus bovis				95				71				0				mesophilic				37¢XC				22C~45¢XC
443				1317				1301				Streptococcus				Streptococcus downei				16				12				0				mesophilic								37¢XC
444				1318				1301				Streptococcus				Streptococcus parasanguinis				40				40				0				mesophilic								37¢XC
445				1319				1301				Streptococcus				Streptococcus sp. 'group B'				53				25				0												
446				1320				1301				Streptococcus				Streptococcus sp. 'group G'				37				55				5												
447				1328				1301				Streptococcus				Streptococcus anginosus				65				23				0				mesophilic								37¢XC
448				1329				1301				Streptococcus				Streptococcus canis				28				17				0				mesophilic								37¢XC
449				1333				1301				Streptococcus				Streptococcus criceti				10				19				0												
450				1334				1301				Streptococcus				Streptococcus dysgalactiae				72				35				1				mesophilic				37¢XC				
451				1335				1301				Streptococcus				Streptococcus equinus				15				3				0				mesophilic				37¢XC				
452				1336				1301				Streptococcus				Streptococcus equi				142				47				0				mesophilic				37¢XC				>=20¢XC
453				1337				1301				Streptococcus				Streptococcus hyointestinalis				21				15				0				mesophilic								37¢XC
454				1338				1301				Streptococcus				Streptococcus intermedius				41				32				0				mesophilic								37¢XC
455				1340				1301				Streptococcus				Streptococcus porcinus				16				5				0												
456				1346				1301				Streptococcus				Streptococcus iniae				18				23				0				mesophilic								37¢XC
457				1348				1301				Streptococcus				Streptococcus parauberis				19				10				0												
458				1349				1301				Streptococcus				Streptococcus uberis				44				40				0				mesophilic				37¢XC				10C~45¢XC
459				1351				1350				Enterococcus				Enterococcus faecalis				573				1436				27												
460				1352				1350				Enterococcus				Enterococcus faecium				971				3880				11				mesophilic								37¢XC
461				1353				1350				Enterococcus				Enterococcus gallinarum				58				29				0				mesophilic								37¢XC
462				1354				1350				Enterococcus				Enterococcus hirae				63				170				2												
463				1355				1350				Enterococcus				Enterococcus columbae				14				5				0												
